il,fiyat(TRY),marka,seri,model,kilometre(Km),yıl,vitesTipi,yakitTuru,kasaTipi,renk,cekisTipi,takasUygunluk,saticiTuru,hasarGecmisi,orjinal_parça_sayısı,lokal_boyalı_parça_sayısı,boyalı_parça_sayısı,değişen_parça_sayısı,durumu_belirtilmemiş_parça_sayısı,fiyat_temiz,km_temiz,yil_temiz,motor_gucu_temiz,motor_hacmi_temiz,arac_yasi,km_per_yas,hasar_skoru,log_fiyat,marka_populerlik,marka_populerlik_log
Burdur,1.170.000 TL,BMW,3 Serisi,320d M Sport,296.000 km,2012.0,Otomatik,Dizel,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,6,4,2,1,0,1170000,296000.0,2012.0,188.0,1900.5,12.0,24666.666666666668,11.0,13.972515161474428,557,6.324358962381311
Konya,1.180.000 TL,BMW,3 Serisi,320d xDrive M Sport,299.000 km,2015.0,Otomatik,Dizel,Sedan,Bilinmiyor,4WD (Sürekli),Takasa Uygun Değil,Galeriden,Bilinmiyor,13,0,0,0,0,1180000,299000.0,2015.0,190.0,1995.0,9.0,33222.22222222222,0.0,13.981025843899115,557,6.324358962381311
İzmir,2.625.000 TL,BMW,4 Serisi,430i xDrive Ultimate M Sport,101.000 km,2017.0,Otomatik,Benzin,Coupe,Mor,4WD (Sürekli),Takasa Uygun,Galeriden,Bilinmiyor,13,0,0,0,0,2625000,101000.0,2017.0,252.0,1998.0,7.0,14428.57142857143,0.0,14.78059183496017,557,6.324358962381311
Adana,1.600.000 TL,BMW,3 Serisi,320i ED 40th Year Edition,158.000 km,2016.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,13,0,0,0,0,1600000,158000.0,2016.0,163.0,1500.5,8.0,19750.0,0.0,14.285514812209815,557,6.324358962381311
Samsun,1.159.000 TL,BMW,5 Serisi,525d xDrive Premium,292.000 km,2013.0,Otomatik,Dizel,Sedan,Bilinmiyor,4WD (Sürekli),Takasa Uygun,Galeriden,Bilinmiyor,4,1,7,1,0,1159000,292000.0,2013.0,218.0,1995.0,11.0,26545.454545454544,18.0,13.963068985134287,557,6.324358962381311
Kahramanmaraş,975.000 TL,BMW,5 Serisi,520d M Sport,380.000 km,2012.0,Otomatik,Dizel,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Galeriden,Bilinmiyor,9,0,2,2,0,975000,380000.0,2012.0,184.0,1995.0,12.0,31666.666666666668,10.0,13.790193775620484,557,6.324358962381311
Hatay,2.080.000 TL,BMW,5 Serisi,520i Luxury Line,156.000 km,2017.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun Değil,Galeriden,Bilinmiyor,13,0,0,0,0,2080000,156000.0,2017.0,170.0,1597.0,7.0,22285.714285714286,0.0,14.547878932446617,557,6.324358962381311
Ankara,1.439.500 TL,BMW,1 Serisi,118i Joy Plus,27.386 km,2017.0,Otomatik,Benzin,Hatchback/5,Bilinmiyor,Arkadan İtiş,Takasa Uygun Değil,Galeriden,Bilinmiyor,13,0,0,0,0,1439500,27386.0,2017.0,136.0,1499.0,7.0,3912.285714285714,0.0,14.179807083719782,557,6.324358962381311
Konya,1.360.000 TL,BMW,5 Serisi,520i Comfort,225.000 km,2013.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Galeriden,Bilinmiyor,12,0,0,1,0,1360000,225000.0,2013.0,170.0,1592.0,11.0,20454.545454545456,3.0,14.122995993006082,557,6.324358962381311
Sivas,1.295.000 TL,BMW,3 Serisi,320i ED Sport Line,192.000 km,2016.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,11,0,1,1,0,1295000,192000.0,2016.0,163.0,1500.5,8.0,24000.0,5.0,14.07402202531625,557,6.324358962381311
İstanbul,1.525.000 TL,BMW,2 Serisi,216d Gran Coupe First Edition Sport Line,103.200 km,2020.0,Otomatik,Dizel,Coupe,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,12,1,0,0,0,1525000,103200.0,2020.0,113.0,1500.5,4.0,25800.0,1.0,14.23750562376114,557,6.324358962381311
İstanbul,1.959.750 TL,BMW,5 Serisi,520i Prestige,240.000 km,2017.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Galeriden,Bilinmiyor,8,4,1,0,0,1959750,240000.0,2017.0,170.0,1597.0,7.0,34285.71428571428,6.0,14.488327982320005,557,6.324358962381311
İstanbul,2.165.000 TL,BMW,3 Serisi,320i First Edition Sport Line,82.500 km,2020.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Galeriden,Bilinmiyor,13,0,0,0,0,2165000,82500.0,2020.0,170.0,1597.0,4.0,20625.0,0.0,14.587931381312385,557,6.324358962381311
İstanbul,1.420.000 TL,BMW,4 Serisi,418i Gran Coupe Gran Coupe,165.000 km,2015.0,Otomatik,Benzin,Coupe,Siyah,Arkadan İtiş,Takasa Uygun Değil,Galeriden,Bilinmiyor,11,1,1,0,0,1420000,165000.0,2015.0,136.0,1499.0,9.0,18333.333333333332,3.0,14.166168133802548,557,6.324358962381311
Antalya,400.000 TL,BMW,3 Serisi,320d Standart,222.000 km,2001.0,Otomatik,Dizel,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Galeriden,Bilinmiyor,7,2,3,1,0,400000,222000.0,2001.0,136.0,1951.0,23.0,9652.173913043478,11.0,12.899222326086994,557,6.324358962381311
İstanbul,3.765.000 TL,BMW,4 Serisi,420i Gran Coupe M Sport,6.050 km,2023.0,Otomatik,Benzin,Coupe,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,13,0,0,0,0,3765000,6050.0,2023.0,163.0,1500.5,1.0,6050.0,0.0,15.141258684820345,557,6.324358962381311
İstanbul,765.000 TL,BMW,3 Serisi,320d Standart,298.500 km,2010.0,Otomatik,Dizel,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Galeriden,Bilinmiyor,8,2,1,2,0,765000,298500.0,2010.0,184.0,1995.0,14.0,21321.428571428572,10.0,13.547632419997361,557,6.324358962381311
Mersin,765.000 TL,BMW,1 Serisi,116i Premium,184.100 km,2009.0,Otomatik,LPG & Benzin,Hatchback/5,Bilinmiyor,Arkadan İtiş,Bilinmiyor,Bilinmiyor,500,13,0,0,0,0,765000,184100.0,2009.0,88.0,1700.5,15.0,12273.333333333334,0.0,13.547632419997361,557,6.324358962381311
Ankara,770.000 TL,BMW,3 Serisi,316i Standart,182.300 km,2011.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Bilinmiyor,Sahibinden,tutarı yok,11,0,0,2,0,770000,182300.0,2011.0,116.0,1596.0,13.0,14023.076923076924,6.0,13.554147092530322,557,6.324358962381311
İstanbul,1.375.000 TL,BMW,3 Serisi,320i ED Sport Plus,161.000 km,2015.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Bilinmiyor,Sahibinden,20.000,11,2,0,0,0,1375000,161000.0,2015.0,170.0,1598.0,9.0,17888.88888888889,2.0,14.13396501635527,557,6.324358962381311
Kayseri,1.075.000 TL,BMW,5 Serisi,520d Premium,390.000 km,2011.0,Otomatik,Dizel,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Galeriden,Bilinmiyor,7,2,2,2,0,1075000,390000.0,2011.0,184.0,1995.0,13.0,30000.0,12.0,13.887832149776026,557,6.324358962381311
İstanbul,800.000 TL,BMW,1 Serisi,116d Sport Line,190.000 km,2014.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Arkadan İtiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,2,0,1,10,800000,190000.0,2014.0,116.0,1995.0,10.0,19000.0,5.0,13.592368256649284,557,6.324358962381311
İzmir,1.270.000 TL,BMW,3 Serisi,320d Premium,235.000 km,2012.0,Otomatik,Dizel,Sedan,Bilinmiyor,Arkadan İtiş,Bilinmiyor,Sahibinden,Bilinmiyor,13,0,0,0,0,1270000,235000.0,2012.0,184.0,1995.0,12.0,19583.333333333332,0.0,14.054528245836039,557,6.324358962381311
İstanbul,1.499.000 TL,BMW,5 Serisi,525d xDrive xDrive,236.000 km,2013.0,Otomatik,Dizel,Sedan,Bilinmiyor,4WD (Sürekli),Takasa Uygun,Galeriden,tutarı belirtilmemiş,0,0,1,0,12,1499000,236000.0,2013.0,218.0,1995.0,11.0,21454.545454545456,2.0,14.22030944419592,557,6.324358962381311
Balıkesir,1.475.000 TL,BMW,4 Serisi,418i Gran Coupe Luxury Line,192.000 km,2015.0,Otomatik,Benzin,Coupe,Lacivert,Arkadan İtiş,Takasa Uygun,Sahibinden,7.141,0,0,2,0,11,1475000,192000.0,2015.0,136.0,1499.0,9.0,21333.333333333332,4.0,14.204169225721929,557,6.324358962381311
Adana,1.245.000 TL,BMW,5 Serisi,520d Comfort,270.000 km,2011.0,Otomatik,Dizel,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun Değil,Sahibinden,670,13,0,0,0,0,1245000,270000.0,2011.0,184.0,1995.0,13.0,20769.23076923077,0.0,14.034646891093473,557,6.324358962381311
Ankara,400.000 TL,BMW,5 Serisi,520i Standart,377.000 km,1995.0,Otomatik,LPG & Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Bilinmiyor,Bilinmiyor,tutarı yok,11,2,0,0,0,400000,377000.0,1995.0,150.0,1991.0,29.0,13000.0,2.0,12.899222326086994,557,6.324358962381311
Ankara,3.400.000 TL,BMW,3 Serisi,320i Sport Line,10.000 km,2024.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun Değil,Sahibinden,tutarı yok,13,0,0,0,0,3400000,10000.0,2024.0,170.0,1597.0,0.0,10000.0,0.0,15.039286283703994,557,6.324358962381311
Ankara,2.500.000 TL,BMW,5 Serisi,520i Prestige,105.000 km,2017.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,0,0,13,2500000,105000.0,2017.0,170.0,1597.0,7.0,15000.0,0.0,14.731801689838349,557,6.324358962381311
Kayseri,1.360.000 TL,BMW,3 Serisi,320i ED 40th Year Edition,132.000 km,2016.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun Değil,Sahibinden,20.000,6,3,3,1,0,1360000,132000.0,2016.0,170.0,1598.0,8.0,16500.0,12.0,14.122995993006082,557,6.324358962381311
Düzce,820.000 TL,BMW,3 Serisi,320d Premium,275.000 km,2010.0,Otomatik,Dizel,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Sahibinden,Bilinmiyor,0,2,2,0,9,820000,275000.0,2010.0,177.0,1995.0,14.0,19642.85714285714,6.0,13.617060838751888,557,6.324358962381311
Samsun,1.250.000 TL,BMW,3 Serisi,316i Comfort,119.000 km,2013.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Galeriden,2.800,10,0,3,0,0,1250000,119000.0,2013.0,136.0,1598.0,11.0,10818.181818181818,6.0,14.038654909278163,557,6.324358962381311
Bursa,1.950.000 TL,BMW,4 Serisi,418i M Sport,115.000 km,2018.0,Otomatik,Benzin,Coupe,Bilinmiyor,Bilinmiyor,Takasa Uygun,Bilinmiyor,50.000,0,0,0,1,12,1950000,115000.0,2018.0,100.0,1499.0,6.0,19166.666666666668,3.0,14.48334044336031,557,6.324358962381311
İstanbul,1.490.000 TL,BMW,1 Serisi,118i M Sport,90.000 km,2018.0,Otomatik,Benzin,Hatchback/5,Bilinmiyor,Arkadan İtiş,Bilinmiyor,Sahibinden,Bilinmiyor,13,0,0,0,0,1490000,90000.0,2018.0,136.0,1499.0,6.0,15000.0,0.0,14.214287349062356,557,6.324358962381311
Ankara,1.450.000 TL,BMW,3 Serisi,320i ED Sport Line,182.000 km,2015.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Sahibinden,Bilinmiyor,13,0,0,0,0,1450000,182000.0,2015.0,170.0,1598.0,9.0,20222.222222222223,0.0,14.187074804051692,557,6.324358962381311
İstanbul,1.187.500 TL,BMW,3 Serisi,316i Modern Line,162.000 km,2014.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,1,0,0,12,1187500,162000.0,2014.0,136.0,1598.0,10.0,16200.0,1.0,13.987361656995843,557,6.324358962381311
İstanbul,450.000 TL,BMW,5 Serisi,528i Standart,425.000 km,1997.0,Otomatik,LPG & Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Sahibinden,tutarı yok,0,0,0,4,9,450000,425000.0,1997.0,193.0,2793.0,27.0,15740.74074074074,12.0,13.017005083966255,557,6.324358962381311
Antalya,1.955.750 TL,BMW,4 Serisi,420d xDrive Gran Coupe Sport Line,196.000 km,2018.0,Otomatik,Dizel,Coupe,Gri (metalik),4WD (Sürekli),Takasa Uygun,Galeriden,18.500,13,0,0,0,0,1955750,196000.0,2018.0,190.0,1995.0,6.0,32666.666666666668,0.0,14.486284820859993,557,6.324358962381311
Siirt,370.000 TL,BMW,5 Serisi,528i Standart,355.000 km,1997.0,Otomatik,LPG & Benzin,Sedan,Lacivert,Arkadan İtiş,Takasa Uygun,Sahibinden,Bilinmiyor,0,0,13,0,0,370000,355000.0,1997.0,193.0,2793.0,27.0,13148.148148148148,26.0,12.821260987319457,557,6.324358962381311
Konya,1.100.000 TL,BMW,3 Serisi,320d Edition Comfort,322.000 km,2011.0,Otomatik,Dizel,Sedan,Beyaz,Arkadan İtiş,Bilinmiyor,Galeriden,Bilinmiyor,0,0,0,0,13,1100000,322000.0,2011.0,184.0,1995.0,13.0,24769.23076923077,0.0,13.910821646859095,557,6.324358962381311
İzmir,1.265.000 TL,BMW,3 Serisi,320i ED M Plus,280.000 km,2015.0,Otomatik,Benzin,Sedan,Siyah,Arkadan İtiş,Takasa Uygun,Galeriden,2.000,11,0,2,0,0,1265000,280000.0,2015.0,170.0,1598.0,9.0,31111.11111111111,4.0,14.05058347065728,557,6.324358962381311
Antalya,605.000 TL,BMW,1 Serisi,116d ED Sport Line,270.000 km,2013.0,Düz,Dizel,Hatchback/5,Beyaz,Arkadan İtiş,Takasa Uygun Değil,Galeriden,tutarı belirtilmemiş,0,0,0,0,13,605000,270000.0,2013.0,116.0,1598.0,11.0,24545.454545454544,0.0,13.312985389904174,557,6.324358962381311
İstanbul,890.000 TL,BMW,3 Serisi,316i Standart,192.000 km,2012.0,Otomatik,Benzin,Sedan,Beyaz,Arkadan İtiş,Takasa Uygun,Sahibinden,tutarı yok,0,0,1,2,10,890000,192000.0,2012.0,136.0,1598.0,12.0,16000.0,8.0,13.698977865303197,557,6.324358962381311
Ankara,845.000 TL,BMW,5 Serisi,520d Premium,342.000 km,2010.0,Otomatik,Dizel,Sedan,Siyah,Arkadan İtiş,Takasa Uygun,Galeriden,9.500,0,1,2,1,9,845000,342000.0,2010.0,177.0,1995.0,14.0,24428.571428571428,8.0,13.647093089770562,557,6.324358962381311
İstanbul,4.190.000 TL,BMW,i Serisi,i5 M60 xDrive,6.000 km,2024.0,Otomatik,Elektrik,Bilinmiyor,Siyah,Bilinmiyor,Bilinmiyor,Sahibinden,tutarı yok,13,0,0,0,0,4190000,6000.0,2024.0,100.0,1499.0,0.0,6000.0,0.0,15.248211530561777,557,6.324358962381311
Ankara,860.000 TL,BMW,5 Serisi,520d Premium,411.000 km,2007.0,Otomatik,Dizel,Sedan,Gri (metalik),Arkadan İtiş,Takasa Uygun Değil,Sahibinden,Bilinmiyor,13,0,0,0,0,860000,411000.0,2007.0,177.0,1995.0,17.0,24176.470588235294,0.0,13.664688831019712,557,6.324358962381311
İzmir,1.550.000 TL,BMW,5 Serisi,520i Premium,177.000 km,2014.0,Otomatik,Benzin,Sedan,Siyah,Arkadan İtiş,Bilinmiyor,Sahibinden,40.000,0,2,0,0,11,1550000,177000.0,2014.0,170.0,1592.0,10.0,17700.0,2.0,14.253766134056512,557,6.324358962381311
Ankara,327.500 TL,BMW,3 Serisi,316i Standart,315.000 km,1990.0,Düz,LPG & Benzin,Sedan,Siyah,Arkadan İtiş,Bilinmiyor,Bilinmiyor,Bilinmiyor,0,0,0,0,13,327500,315000.0,1990.0,99.0,1596.0,34.0,9264.70588235294,0.0,12.699246387487896,557,6.324358962381311
Trabzon,710.000 TL,BMW,3 Serisi,318Ci,247.500 km,2003.0,Otomatik,LPG & Benzin,Coupe,Siyah,Arkadan İtiş,Takasa Uygun,Sahibinden,Bilinmiyor,0,0,0,0,13,710000,247500.0,2003.0,143.0,1995.0,21.0,11785.714285714286,0.0,13.47302165746721,557,6.324358962381311
Mersin,975.000 TL,BMW,5 Serisi,520d Premium,256.000 km,2010.0,Otomatik,Dizel,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Sahibinden,6.000,3,2,6,0,2,975000,256000.0,2010.0,177.0,1995.0,14.0,18285.714285714286,14.0,13.790193775620484,557,6.324358962381311
İzmir,280.000 TL,BMW,5 Serisi,520i Standart,190.000 km,1993.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Bilinmiyor,Sahibinden,tutarı yok,0,0,1,0,12,280000,190000.0,1993.0,150.0,1991.0,31.0,6129.032258064516,2.0,12.54254845357358,557,6.324358962381311
Kocaeli,430.000 TL,BMW,3 Serisi,316i Standart,350.000 km,2001.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun Değil,Sahibinden,tutarı yok,0,2,0,0,11,430000,350000.0,2001.0,105.0,1595.0,23.0,15217.391304347826,2.0,12.971542813248437,557,6.324358962381311
İstanbul,2.525.000 TL,BMW,3 Serisi,320i First Edition Luxury Line,38.000 km,2020.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun Değil,Galeriden,Bilinmiyor,13,0,0,0,0,2525000,38000.0,2020.0,170.0,1597.0,4.0,9500.0,0.0,14.741752016731123,557,6.324358962381311
Gaziantep,755.000 TL,BMW,1 Serisi,116i Joy Edition,268.000 km,2013.0,Otomatik,Benzin,Hatchback/5,Bilinmiyor,Arkadan İtiş,Bilinmiyor,Sahibinden,8.000,0,0,1,1,11,755000,268000.0,2013.0,136.0,1598.0,11.0,24363.636363636364,5.0,13.534474352733596,557,6.324358962381311
İstanbul,305.000 TL,BMW,3 Serisi,316i Standart,333.000 km,1995.0,Otomatik,LPG & Benzin,Coupe,Siyah,Arkadan İtiş,Bilinmiyor,Bilinmiyor,Bilinmiyor,0,0,0,0,13,305000,333000.0,1995.0,102.0,1596.0,29.0,11482.758620689656,0.0,12.628070334272698,557,6.324358962381311
İstanbul,1.920.000 TL,BMW,3 Serisi,320i First Edition Luxury Line,150.000 km,2020.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Galeriden,tutarı yok,0,0,13,0,0,1920000,150000.0,2020.0,170.0,1597.0,4.0,37500.0,26.0,14.467836264837162,557,6.324358962381311
Edirne,1.100.000 TL,BMW,1 Serisi,118i M Plus,150.000 km,2015.0,Otomatik,Benzin,Hatchback/5,Bilinmiyor,Arkadan İtiş,Bilinmiyor,Sahibinden,33.000,0,0,0,2,11,1100000,150000.0,2015.0,170.0,1598.0,9.0,16666.666666666668,6.0,13.910821646859095,557,6.324358962381311
Hatay,1.100.000 TL,BMW,1 Serisi,116d M Plus,149.000 km,2015.0,Otomatik,Dizel,Hatchback/5,Bilinmiyor,Arkadan İtiş,Bilinmiyor,Sahibinden,129.000,9,0,1,3,0,1100000,149000.0,2015.0,116.0,1496.0,9.0,16555.555555555555,11.0,13.910821646859095,557,6.324358962381311
İzmir,1.250.000 TL,BMW,3 Serisi,318d Sport Plus,240.000 km,2017.0,Otomatik,Dizel,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Sahibinden,24.000,0,0,4,0,9,1250000,240000.0,2017.0,150.0,1995.0,7.0,34285.71428571428,8.0,14.038654909278163,557,6.324358962381311
Şanlıurfa,1.350.000 TL,BMW,3 Serisi,320i ED 40th Year Edition,162.000 km,2016.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Bilinmiyor,Sahibinden,Bilinmiyor,13,0,0,0,0,1350000,162000.0,2016.0,170.0,1598.0,8.0,20250.0,0.0,14.115615891155079,557,6.324358962381311
Şırnak,1.450.000 TL,BMW,5 Serisi,535d xDrive xDrive,237.000 km,2015.0,Otomatik,Dizel,Sedan,Bilinmiyor,4WD (Sürekli),Bilinmiyor,Sahibinden,16.000,0,0,4,1,8,1450000,237000.0,2015.0,313.0,2993.0,9.0,26333.333333333332,11.0,14.187074804051692,557,6.324358962381311
Ankara,1.750.000 TL,BMW,5 Serisi,520d M Sport,195.000 km,2013.0,Yarı Otomatik,Dizel,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun Değil,Bilinmiyor,35.000,0,0,0,2,11,1750000,195000.0,2013.0,188.0,1900.5,11.0,17727.272727272728,6.0,14.375126917328105,557,6.324358962381311
İzmir,1.600.000 TL,BMW,5 Serisi,520i Executive Luxury Line,164.000 km,2014.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Sahibinden,tutarı yok,13,0,0,0,0,1600000,164000.0,2014.0,170.0,1592.0,10.0,16400.0,0.0,14.285514812209815,557,6.324358962381311
İzmir,1.600.000 TL,BMW,5 Serisi,520i Executive Luxury Line,164.000 km,2014.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,0,0,13,1600000,164000.0,2014.0,170.0,1592.0,10.0,16400.0,0.0,14.285514812209815,557,6.324358962381311
Konya,2.325.000 TL,BMW,7 Serisi,740i Long,166.000 km,2009.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Bilinmiyor,Sahibinden,30.000,0,0,3,0,10,2325000,166000.0,2009.0,326.0,2979.0,15.0,11066.666666666666,6.0,14.659231027111028,557,6.324358962381311
İstanbul,1.190.000 TL,BMW,3 Serisi,320i ED Luxury Line,180.000 km,2014.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Galeriden,31.000,8,0,3,1,1,1190000,180000.0,2014.0,170.0,1598.0,10.0,18000.0,9.0,13.989464705423494,557,6.324358962381311
Ankara,700.000 TL,BMW,1 Serisi,118i Standart,149.000 km,2007.0,Otomatik,LPG & Benzin,Hatchback/5,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Sahibinden,20.000,0,0,9,0,4,700000,149000.0,2007.0,143.0,1995.0,17.0,8764.70588235294,18.0,13.45883704259595,557,6.324358962381311
Çanakkale,1.255.000 TL,BMW,1 Serisi,116d Premium Line,119.000 km,2019.0,Otomatik,Dizel,Hatchback/5,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Galeriden,Bilinmiyor,8,1,4,0,0,1255000,119000.0,2019.0,116.0,1496.0,5.0,23800.0,9.0,14.042646927360453,557,6.324358962381311
Denizli,1.140.000 TL,BMW,3 Serisi,320i ED Luxury Line,243.759 km,2013.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,9,0,4,0,0,1140000,243759.0,2013.0,163.0,1500.5,11.0,22159.909090909092,8.0,13.946539697563276,557,6.324358962381311
İstanbul,3.250.000 TL,BMW,5 Serisi,520i Special Edition M Sport,70.000 km,2021.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Galeriden,Bilinmiyor,13,0,0,0,0,3250000,70000.0,2021.0,170.0,1597.0,3.0,23333.333333333332,0.0,14.99416586199818,557,6.324358962381311
Kocaeli,3.250.000 TL,BMW,4 Serisi,420i Gran Coupe 50th Year M Edition,53.000 km,2022.0,Otomatik,Benzin,Coupe,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,13,0,0,0,0,3250000,53000.0,2022.0,163.0,1500.5,2.0,26500.0,0.0,14.99416586199818,557,6.324358962381311
Düzce,2.475.000 TL,BMW,5 Serisi,520i Luxury Line,199.000 km,2019.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Galeriden,Bilinmiyor,10,2,1,0,0,2475000,199000.0,2019.0,170.0,1597.0,5.0,39800.0,4.0,14.72175135802525,557,6.324358962381311
Çanakkale,2.199.000 TL,BMW,5 Serisi,520i Luxury Line,151.250 km,2017.0,Otomatik,Benzin,Sedan,Bilinmiyor,Bilinmiyor,Takasa Uygun,Galeriden,Bilinmiyor,13,0,0,0,0,2199000,151250.0,2017.0,100.0,1597.0,7.0,21607.14285714286,0.0,14.603513724288955,557,6.324358962381311
Bursa,2.245.000 TL,BMW,3 Serisi,320i First Edition M Sport,106.000 km,2019.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Galeriden,Bilinmiyor,13,0,0,0,0,2245000,106000.0,2019.0,170.0,1597.0,5.0,21200.0,0.0,14.624216524592692,557,6.324358962381311
Ordu,1.465.000 TL,BMW,1 Serisi,118i M Sport,119.000 km,2018.0,Otomatik,Benzin,Hatchback/5,Bilinmiyor,Arkadan İtiş,Takasa Uygun Değil,Galeriden,tutarı yok,13,0,0,0,0,1465000,119000.0,2018.0,136.0,1499.0,6.0,19833.333333333332,0.0,14.19736648302693,557,6.324358962381311
İzmir,3.000.000 TL,BMW,4 Serisi,420i Edition M Sport,89.000 km,2021.0,Otomatik,Benzin,Coupe,Lacivert,Arkadan İtiş,Takasa Uygun,Galeriden,Bilinmiyor,13,0,0,0,0,3000000,89000.0,2021.0,170.0,1597.0,3.0,29666.666666666668,0.0,14.914123179965662,557,6.324358962381311
İzmir,3.645.000 TL,BMW,4 Serisi,420i Gran Coupe Edition M Sport,27.000 km,2023.0,Otomatik,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Takasa Uygun,Bilinmiyor,Bilinmiyor,13,0,0,0,0,3645000,27000.0,2023.0,100.0,1499.0,1.0,27000.0,0.0,15.10886719777328,557,6.324358962381311
Antalya,1.085.000 TL,BMW,1 Serisi,118i Joy Plus,145.000 km,2016.0,Otomatik,Benzin,Hatchback/5,Bilinmiyor,Bilinmiyor,Takasa Uygun,Galeriden,Bilinmiyor,13,0,0,0,0,1085000,145000.0,2016.0,136.0,1499.0,8.0,18125.0,0.0,13.897091466615258,557,6.324358962381311
Antalya,1.695.000 TL,BMW,5 Serisi,520i Executive Plus,137.000 km,2016.0,Otomatik,Benzin,Sedan,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Galeriden,Bilinmiyor,12,1,0,0,0,1695000,137000.0,2016.0,170.0,1592.0,8.0,17125.0,1.0,14.343193888767015,557,6.324358962381311
Sakarya,1.725.000 TL,BMW,4 Serisi,418i Gran Coupe M Sport,120.000 km,2017.0,Otomatik,Benzin,Coupe,Bilinmiyor,Arkadan İtiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,13,0,0,0,0,1725000,120000.0,2017.0,138.0,1500.5,7.0,17142.85714285714,0.0,14.360738188157574,557,6.324358962381311
